        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -1.46	    1.72	    1.51	   -5.13	    3.58	    3.03	    5.94	    1.17	   -2.25	    2.25	   -3.52	
    2.67	   -3.19	   -2.47	    3.53	   -2.20	    1.71	   -3.00	    4.12	   -3.08	    1.50	   -2.48	
    4.50	   -2.14	   -2.43	    0.11	    3.05	   -4.24	   -0.76	   -1.01	   -0.15	   -3.56	    1.44	
    2.75	   -5.69	    3.05	   -1.17	    2.37	    1.97	    2.47	    9.32	    3.40	   -7.15	   -0.68	
   -4.50	  -10.22	    1.73	   -1.70	   -4.76	    4.57	   -7.07	   -9.99	   -0.08	   -2.90	   -1.62	
    2.48	   -3.25	    3.66	    2.17	    1.32	   -0.05	    3.13	  -31.96	   -2.66	    1.50	   -5.39	
   -0.41	   -2.73	    1.30	   -2.96	   -0.76	   -2.30	    4.07	   -2.10	    1.64	    1.64	   -1.63	
   -0.83	   -0.46	    4.03	    0.41	    0.76	   -2.77	    0.93	    2.42	    1.80	   -2.67	   -0.29	
   -2.51	   -1.67	    1.43	   -0.37	   -0.24	    4.96	   -3.09	    0.38	   -1.40	    0.45	   -1.04	
   -5.41	    2.86	   -4.63	    3.88	  -15.89	   -8.89	   -8.54	    6.67	    0.00	    0.00	  -11.25	
   -8.22	   13.43	   -6.58	   -4.23	   -1.47	   -4.48	  -31.25	    0.00	   -9.09	  -10.00	  -11.11	
    0.00	    5.56	   -5.26	    2.78	    2.70	  -10.53	   17.65	   12.50	  -11.11	   17.50	    2.13	
   -1.03	   -4.64	    4.14	   -0.63	   -3.02	    4.05	    0.97	   -6.81	    0.22	   -2.73	    1.06	
    1.47	   -6.35	    3.55	   -0.97	   -0.53	   -1.28	    3.29	   -1.85	   -1.66	   -1.23	    1.32	
    5.03	   -1.48	    1.73	   -0.20	    1.76	    1.60	    1.22	   -0.71	   -0.16	    0.96	    0.46	
   -0.56	    1.70	   -2.06	   -1.02	    0.26	    1.43	    1.76	   -2.38	   -0.94	    2.04	   -3.48	
    2.00	   -5.01	    3.90	   -3.75	    0.23	   -5.95	   13.63	    5.35	   -0.41	    4.08	    0.20	
    6.32	   -7.30	   -3.87	   15.97	   -2.63	    3.57	   -6.53	    5.46	    0.96	    2.74	    0.58	
    3.45	   -8.21	   -2.12	   -0.46	    0.62	    2.16	    3.78	   16.47	   -1.50	   -7.88	   12.41	
    0.47	   -0.65	    1.84	    5.02	    9.17	    1.93	    5.00	    7.14	    2.62	   -0.04	    6.28	
    4.51	   -4.63	  -15.41	    0.10	   -6.77	    5.16	  -12.16	    0.00	   -7.57	   -1.36	   12.43	
    2.29	    8.00	    3.00	   -8.36	    7.50	    9.67	    0.12	    0.96	    0.47	   -0.65	    1.84	
   -1.56	    0.00	    0.79	   -0.73	   -2.66	   -0.47	    2.86	   -6.87	    0.98	    0.97	    1.62	
    0.73	    0.17	   -3.46	    4.45	    1.16	    2.35	   -0.80	   -7.54	    2.45	   -1.14	   -0.06	
   -6.86	    2.48	    3.22	    3.90	   -1.21	   -1.40	    3.62	   -0.74	   -0.23	   -1.85	    2.24	
    5.19	    7.98	   -7.54	   -0.68	    0.05	    3.70	    3.83	   -8.60	  -15.27	    9.96	    5.65	
   -2.78	   -1.61	   -2.73	   -1.68	    1.90	   31.34	    2.70	    7.19	    3.61	    2.74	    0.24	
   -8.01	    1.24	    3.19	   -1.67	   33.17	    1.09	   -0.18	   12.25	    0.16	    0.48	   -8.29	
   -5.96	    4.51	   11.41	   -2.03	   -0.66	    0.19	   -4.45	   24.26	    0.56	    6.58	   -4.09	
   -0.61	   10.80	    1.88	   -3.48	   -0.56	    8.38	    6.27	    3.24	   -4.10	   -0.70	   -1.70	
    6.63	   -3.92	   -3.31	    5.26	   -5.22	    9.19	   -8.19	   15.14	    4.57	    5.49	    6.59	
   -0.70	    2.84	   -0.83	    1.48	   -1.78	   -0.77	   -3.87	   -1.54	    0.42	   -0.71	    1.24	
    3.43	   -0.97	    0.70	   -0.45	    3.57	   -1.81	  -16.57	   -7.90	    2.36	   -3.40	    0.52	
    2.94	   -2.18	   -1.87	   -1.07	    0.72	    6.40	    3.18	   -0.74	    2.33	    5.62	    1.96	
   -3.40	   -1.37	    1.44	    2.93	    1.68	    0.84	    0.99	  -12.48	   -1.00	   -0.23	    0.56	
    0.05	    1.70	    4.18	   -0.74	    3.28	   -3.77	   -0.59	   11.20	    3.19	    2.63	   -2.49	
    3.59	    0.01	    0.94	    1.71	   -0.05	   -0.14	   -1.86	   -1.50	    7.50	    5.72	   -0.44	
    4.11	    1.32	   -1.30	   -1.97	   -3.36	    2.78	    8.11	   -1.88	    1.27	    1.89	   -2.47	
    5.96	    1.88	    4.91	    2.92	    0.00	   -1.70	   -1.16	   -7.60	    0.00	   -0.63	    3.82	
    0.19	   -2.44	   -0.39	    0.19	   -1.74	    1.77	    6.37	   -5.81	   -1.73	   -1.76	    2.79	
   -6.21	    0.57	    0.75	    2.05	   -0.37	   -1.28	    2.60	    0.36	   -0.36	   -2.17	    0.74	
    0.00	    8.06	   12.84	    6.88	    1.73	   -0.49	    2.20	   -1.67	    4.62	    0.23	    6.73	
    4.69	    8.96	    1.12	   -5.73	   -1.96	    2.20	   33.66	    8.49	   -3.37	   -0.98	   -3.39	
    4.62	    0.23	    6.73	   -1.74	   -7.30	    4.30	    4.81	    0.00	    1.53	   -1.72	    3.94	
   -0.24	    1.21	    0.24	    2.26	    4.66	    4.34	    1.28	   -3.68	   -5.03	    1.04	    1.48	
    2.31	   -2.01	   -2.05	   -2.61	    5.23	   -0.89	   -3.34	    1.46	    1.83	    0.51	    6.15	
   -1.22	   -3.72	    3.09	    0.62	   -0.62	   -1.62	    0.13	   -0.76	    1.15	   -2.53	   -4.53	
   -0.66	   -1.18	   -7.11	    3.71	   -1.97	    2.25	    0.70	    2.45	    4.62	   -1.98	    0.66	
    0.40	   -0.98	   -0.71	    1.35	    4.01	    7.42	    1.05	   -5.03	   -1.21	    8.36	   -0.51	
   20.35	  -18.63	    0.90	  -28.36	  -10.00	   -6.94	  -26.37	  -27.03	   -7.41	    8.00	  -25.93	
  -13.75	   -1.45	   -1.47	   -2.24	   -6.87	  -40.16	   30.14	  -13.68	    2.13	  -31.34	    2.61	
    0.48	   -4.75	    4.45	    3.31	    1.57	    1.53	   -2.76	    1.53	    1.82	   -0.84	   -5.30	
   -1.41	   -1.65	    0.78	   -6.07	    3.21	   -1.77	   -4.68	    3.89	    1.96	    0.07	   -1.78	
    0.73	    0.87	    3.07	   -1.46	    1.99	   -1.12	    2.70	   -0.65	   -0.02	    0.14	   -4.39	
   -1.51	   10.20	   -9.72	    2.56	    7.50	    0.93	   -2.30	    6.60	   19.91	   13.65	    0.97	
   -2.25	    1.15	    2.27	   -3.06	    0.57	   -3.70	    5.62	  -16.25	   -6.69	   -6.09	   -7.25	
   -5.40	   -8.37	    2.90	   -8.06	   -7.02	    0.94	  -13.55	    4.86	    1.03	    6.12	   -1.92	
    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    2.88	   -4.98	   -2.95	
    0.00	    0.00	   22.05	   -4.98	   -2.95	    5.41	   -3.85	    0.00	   -4.33	   -3.83	   -3.62	
   -3.02	    4.36	    6.87	    3.35	   -5.41	   -7.14	    3.08	   -2.69	    7.36	   19.43	    8.85	
    2.21	   -6.47	   -2.56	   -5.00	    5.26	    3.95	   -1.27	  -26.67	    8.39	    0.00	   -1.61	
   -0.62	   -1.50	    0.79	   -0.89	    0.11	   -3.79	   -1.48	   -4.94	   -0.29	    3.10	    3.12	
    1.30	   -2.24	    0.60	   -4.55	    0.28	    4.47	    1.84	   -6.87	   -7.20	    4.93	   -0.12	
    1.05	    3.83	   -2.96	    6.33	    9.15	    1.29	    1.47	    2.36	   -3.53	   -2.44	   -2.75	
    3.03	   -3.32	    3.35	   -1.11	   -1.20	    3.30	   -0.48	    2.06	   -1.27	   -0.83	   -2.33	
    1.22	   -3.62	   -2.68	   -1.60	    2.77	    0.46	   -0.15	    0.68	    2.59	   -1.13	   -0.32	
    0.80	   -1.22	    0.78	    1.65	   -2.60	    2.32	    4.18	   -3.28	    2.53	   -1.50	    4.32	
   -0.86	   -0.53	   -3.40	    0.63	   -1.94	   -1.07	    6.32	   -1.28	    2.29	    2.12	   -1.31	
   -3.42	    3.42	   -2.35	   -3.43	   -0.08	    3.60	   -3.04	    2.69	   -3.05	    0.41	   -4.07	
    0.89	    1.54	   -1.99	   -0.59	    0.04	   -0.78	   -2.95	   -3.12	   -2.70	   -0.20	    1.51	
    7.59	    9.13	    5.32	   -9.03	    5.56	   11.65	    0.67	  -13.38	   11.97	  -13.45	    3.19	
    0.46	    2.29	   -1.79	    1.83	   -0.90	   -2.71	    9.30	   12.34	   -5.30	    1.60	    9.45	
    1.64	  -12.90	   -6.94	   -2.99	  -10.77	   -2.30	   -5.88	   -8.75	  -10.27	    4.58	   -2.19	
    7.39	    1.67	   -1.10	    1.29	   -1.64	    1.42	   -1.22	   -2.16	    1.89	   -0.93	   -0.94	
   -4.67	    2.98	   -1.03	   -0.21	   -4.60	   -1.75	   -1.79	   13.64	   -2.60	    0.00	   -1.23	
    5.60	    0.96	    1.69	    1.53	   -0.07	    1.05	    0.83	    3.89	    0.44	    0.45	    3.15	
    3.41	    1.55	    1.39	    2.04	   -0.81	    0.70	   -0.84	   -1.95	    1.25	   -3.85	    5.60	
    1.02	   -1.31	   -1.55	    3.07	    0.78	   -0.10	    3.51	   -1.68	    1.56	    1.54	    0.84	
    1.11	    1.24	   -3.39	    4.63	   -1.34	   -2.72	    4.20	    5.23	   -4.97	   -1.21	   -2.58	
    4.59	    0.66	   -3.17	    1.36	   -0.54	   -0.54	   -1.09	    4.26	    0.26	   -3.03	   -3.26	
   -3.37	   -1.94	   -0.53	   -4.23	   -0.83	   -1.81	   -5.11	   -0.75	   -3.61	   -2.97	    4.83	
   -3.61	   -2.97	    4.83	    5.53	    8.30	    1.61	    4.10	  -12.71	    0.58	    4.34	    0.97	
   -1.24	   -3.40	    4.17	   -8.75	   -4.11	   -1.43	    0.72	   -0.58	    6.37	   -4.08	    7.80	
   -3.31	   -3.42	    5.25	   -1.62	    0.68	    1.50	    1.88	    5.92	   -1.86	    3.16	   -0.61	
    0.83	   -3.89	    3.66	   -0.23	   -5.07	   -0.40	   11.68	   -3.13	   -2.50	   -2.37	   -0.10	
    6.12	    1.92	    2.83	    1.83	   -0.90	   -7.27	    0.00	    3.92	   -0.94	    7.62	   -0.88	
    2.06	   -6.06	   -5.38	   -3.41	   -9.41	    9.09	    9.52	    0.00	   -2.17	    4.44	   -3.19	
    4.44	   -3.19	   -5.49	    1.16	    3.45	   -1.11	    6.74	   -1.05	   -6.38	   -9.09	   13.75	
    8.19	   -3.52	   -3.11	    4.37	   -2.49	   -0.27	    0.05	   -1.61	   -2.19	   -2.83	   -3.64	
   -2.24	    1.16	   -7.55	   -1.83	    0.00	   -0.08	    6.16	    0.08	   -0.08	   -2.98	   -3.31	
   -0.61	   -4.82	   -0.45	   -0.32	   -5.33	   -0.87	    1.95	   -4.13	   -2.64	   -5.28	   -7.99	
    2.99	   -5.88	    0.59	   -0.24	   -5.68	    3.70	    3.01	    4.27	   -0.34	   -3.17	    6.16	
    2.86	   -2.47	    1.40	   -0.38	   -0.12	   -1.54	   -3.80	    0.91	   -0.41	   -0.59	   -0.53	
   -8.35	    1.81	    1.31	    2.21	    0.22	    0.30	    0.07	   -0.74	   -0.07	    0.75	   -1.04	
    1.10	    0.00	   -1.08	    0.80	   -0.36	   -0.36	    0.22	    0.15	   -0.36	    0.07	   -0.66	
    4.76	   -1.93	   -2.75	    2.10	    0.08	   -0.47	    0.56	    0.32	    3.62	    2.81	   -1.03	
   -1.80	   -6.49	    2.37	    4.35	    1.39	    0.27	    4.37	   -2.88	   -0.54	   -0.81	    0.55	
    0.84	   -3.33	    3.45	   -0.28	    0.84	    1.10	    3.01	    0.53	   -1.32	    0.80	   -1.59	
    9.31	    4.62	    6.76	   -1.16	    0.00	   -1.96	    0.67	    2.25	   -3.63	    0.94	    3.33	
   -3.61	   -7.35	   -1.11	   -0.99	    4.55	  -31.16	    4.55	    1.13	   -2.43	   -1.92	   -2.15	
   -0.80	   -2.41	    5.15	   -6.86	    3.16	    1.22	    2.02	   34.19	   -4.42	   -5.08	    0.81	
   -9.22	   12.83	    7.11	    1.33	   -0.87	   -6.17	   -4.69	    0.99	   -0.49	    3.43	   -4.27	
  -14.09	   10.94	    3.52	  -13.61	   -1.57	    6.40	   -3.76	    8.59	   -9.35	   -5.56	   -2.52	
   -3.25	    2.52	   -2.87	   -0.84	  -11.06	    7.66	   -5.78	    6.13	   -3.11	   -5.50	   -9.22	
   -1.71	   -2.75	    4.48	    2.22	    0.71	    2.34	   -4.09	    3.15	    0.05	    2.18	    1.78	
    1.60	   -0.39	   -0.21	   -5.66	   -1.09	    3.60	   -8.19	   -5.61	    3.73	   -0.12	    0.79	
    1.78	    3.95	   -2.57	   -2.51	    4.13	    1.59	  -16.98	    4.56	    0.76	    0.43	    1.13	
   -4.08	    3.37	    1.55	   -6.03	    7.76	    2.38	   -3.27	   -8.04	   -6.30	    4.15	    8.45	
    3.88	   -1.23	    9.92	    0.41	   -0.70	    1.09	    1.54	    4.04	    0.57	   -3.98	    3.67	
    0.90	   -0.60	    0.07	    4.79	    9.15	    6.75	    6.50	   -2.48	    0.35	    0.00	   -0.41	
   -1.57	    2.51	    7.76	   -0.83	   -3.06	    0.55	    2.82	    1.22	    0.83	   -0.22	    0.37	
    1.36	    1.34	   -2.96	   -4.58	    2.10	    0.08	    2.64	    2.25	    0.86	   -2.10	    0.56	
    1.63	   -4.75	    4.02	    5.25	    0.22	   -5.36	   -1.04	   -8.77	   -1.35	    2.14	    2.03	
   -3.87	    2.31	   -4.80	   -0.49	   -1.28	    3.65	   -3.28	   17.09	   -4.85	    3.38	   -0.27	
   -6.24	   -2.10	    3.45	   -2.52	   -2.68	   -1.71	    0.63	    3.65	   -1.39	   -8.22	   -9.37	
    2.05	   -3.77	    4.96	   -0.75	   -2.26	    3.33	    0.99	   -3.93	   -1.28	   -1.30	    2.36	
   -2.06	    0.00	   -3.68	   -0.82	   -0.28	    3.04	    0.27	    1.07	    0.53	   -3.95	    0.27	
    2.52	    5.41	   -1.86	    4.04	    5.25	   -0.22	   -6.96	   -3.50	   -2.66	   -2.99	    2.05	
    3.89	   -3.55	    1.02	    1.82	   -1.39	   -0.81	    1.42	    0.60	   -7.97	    2.60	   -6.33	
    5.87	   -8.87	    2.68	    1.42	    1.87	   -0.69	    7.16	    1.08	    7.04	   -2.39	    1.84	
  -11.94	    0.87	   -4.98	    6.91	    6.47	   -4.53	   -0.87	  -18.96	   12.68	  -11.21	   -3.78	
   15.76	  -15.87	   -0.85	    4.20	   -6.41	    2.27	   21.83	  -15.65	  -10.36	    2.35	   -3.78	
    3.73	   10.66	   -4.77	    0.80	   -4.17	   -2.59	    0.11	    1.02	   -5.09	    1.24	    6.29	
    1.83	   -0.06	    3.53	   -1.20	    0.73	   -0.42	   -1.63	   -1.17	    0.25	    0.93	    0.80	
   -2.85	    1.75	   -1.29	   -0.31	   -3.50	    2.13	    0.13	    2.47	   -0.31	    0.87	   -0.06	
    1.24	   -0.74	    0.12	   -0.37	    0.93	    2.39	   -0.54	   -1.57	    1.04	    5.33	   -3.80	
    4.12	   -5.80	    1.68	   -0.28	    0.55	    0.00	    0.66	   -0.98	    0.33	   -1.65	    0.84	
   -1.03	    4.15	   -1.29	    0.30	   -4.12	   -5.14	    2.49	   -0.54	    2.17	    5.31	   -2.97	
    3.12	    1.92	   -3.23	    1.39	    1.65	    0.54	   -3.76	    5.03	   -3.72	    0.00	    3.31	
   -1.06	    2.49	   -2.78	   -1.07	    1.81	    0.71	    0.00	   19.72	    0.00	    2.65	    2.58	
    1.56	    1.92	    0.75	   -1.50	   -2.28	   -1.17	   -0.79	    4.37	    3.04	    1.11	    0.36	
    1.44	    3.20	    2.41	    2.86	    0.44	   -3.04	   -1.34	   10.37	    1.95	    4.13	   -4.74	
    1.62	    2.59	   -3.34	    2.29	   -0.02	    1.31	   -0.43	    0.12	   -0.51	   -2.85	   -2.68	
    0.09	    0.23	   -3.29	    3.09	   -1.06	   -5.81	    6.25	    6.04	   -1.32	   -3.02	   -2.79	
    1.46	   -2.62	   -3.37	    1.53	   -1.10	    0.69	    7.72	   -1.28	   -1.30	    2.37	   -5.26	
    1.16	    2.30	   -3.51	    4.07	   -4.19	    4.66	    6.82	    2.16	    2.73	   -3.23	    0.00	
   -1.95	    0.14	    0.14	    2.55	   -1.10	    3.35	   -3.78	   -6.60	    0.60	    3.44	    3.47	
    3.92	    7.55	    2.05	    2.01	   -1.12	    8.52	   -1.05	    3.44	   -3.32	    2.38	   -4.13	
   -4.31	    1.61	    3.48	    1.83	    1.20	    3.56	  -10.89	  -11.25	    0.36	   -5.05	   -1.52	
   -7.03	    1.37	   -3.73	    4.93	   -0.67	   -6.08	   -0.72	    8.33	    5.35	    3.17	    6.58	
    0.92	    5.26	    0.00	   -1.30	   -4.59	    0.00	    1.98	    2.19	    0.03	   -1.56	   -7.62	
    0.00	   -0.04	   -1.78	    3.26	    3.23	   -0.56	    1.29	   -2.66	    1.81	   -2.40	    2.50	
   -4.07	    1.16	    2.29	   -0.19	    1.50	    0.74	    6.58	   -3.26	   -2.48	   -0.36	    1.82	
    0.45	   -0.67	    3.57	   -1.29	    0.22	    3.49	    0.00	   -1.05	    4.47	    3.26	    1.18	
    3.50	   -3.75	    1.56	   -1.54	   -0.58	   -0.59	   -0.99	   -3.59	   -0.21	    0.62	    5.35	
    0.97	    0.00	    0.00	    1.37	    5.41	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	
    0.67	    2.77	   -2.08	   -2.65	   -0.17	   -0.37	   -1.78	   -1.01	   -0.49	   -1.80	   -0.14	
   -1.35	    1.23	   -2.67	   -0.77	    3.43	    2.32	   -7.67	    0.72	   -1.46	    3.88	    0.95	
    0.66	    3.11	   -3.05	    0.33	    0.47	    0.04	   -0.32	   -0.18	   -0.25	    0.25	   -1.19	
   -1.49	   -0.83	    1.41	   -0.72	    3.91	    0.60	    0.12	   -0.87	   -1.44	   -0.49	    1.01	
   -1.23	    0.01	   -2.58	    0.98	    0.90	   -0.12	    8.10	  -13.68	   -0.55	    0.51	    0.67	
    2.27	    2.98	    0.44	    1.24	   -6.17	   -1.35	    2.57	   10.36	   -3.24	   -1.21	    1.70	
    9.39	   -3.58	    0.34	    6.73	    2.24	    0.39	   -1.50	    7.13	   -1.13	   -1.51	    0.86	
    0.09	   -1.04	    0.05	    8.75	   -4.24	    1.78	    1.84	   -3.61	    1.01	    1.54	    0.31	
    5.71	   -2.70	    4.17	    0.00	   -1.33	   -2.70	   -2.78	   11.43	   -7.69	    1.39	   -2.74	
   -6.67	    0.00	    0.00	    1.43	   -7.04	    3.03	   -2.94	  -15.15	   -8.93	    5.88	   -3.70	
   -6.42	   -6.37	  -14.66	   -0.61	    1.23	    2.44	   29.76	   13.76	    5.65	   12.98	   14.86	
    4.08	   -5.88	   -6.25	   -9.14	    6.25	  -11.25	   25.36	    2.30	   -0.67	   16.06	    7.41	
   12.98	   14.86	    0.29	   -0.88	   -7.99	    9.00	    1.18	   10.50	   -6.60	   -1.98	    8.65	
   -4.51	    5.91	    1.75	    3.31	    1.57	    0.68	    1.87	   14.50	   -1.97	   -0.03	   -1.32	
    1.69	   -2.44	    4.04	   -1.64	    0.24	    3.19	    4.96	   -2.42	   -1.04	    1.64	   -0.05	
   -3.44	   -0.32	    0.00	    2.39	    2.25	    4.05	   -1.27	  -10.37	    0.91	    1.34	   -0.24	
   -1.28	   -0.43	    3.26	    5.89	   -9.15	   -1.53	   -2.00	    4.76	    1.95	    2.12	    5.20	
    2.44	   -3.33	   -3.69	   -0.51	    1.54	   -4.81	    5.05	    2.28	   -0.74	   -0.50	   -4.76	
   -7.71	   -0.78	   -4.21	   -4.67	    3.17	    8.10	    1.29	   11.48	   -5.95	    3.16	    9.43	
   -8.72	    1.40	   -5.98	   -6.72	    3.80	    1.39	   -4.36	   11.98	   -8.95	    0.13	    9.18	
   -9.91	   -0.13	    1.02	    0.13	    1.39	   -1.25	    0.25	   -9.46	   -7.38	   -5.86	    0.16	
   -0.56	   -0.88	    0.61	   -0.08	   -1.65	   -0.04	   -9.35	   -1.40	   -3.52	    3.69	   -1.37	
   -2.73	   -0.80	   -1.51	    2.68	    3.64	    4.77	    6.06	    0.12	   -2.23	   -5.09	   -0.31	
    0.57	   -3.03	    0.05	   -3.89	    1.93	    1.80	  -10.12	   -4.14	   -6.16	   -0.28	    3.49	
    4.79	    2.07	   -2.43	    5.20	    2.40	    0.62	   -3.65	   10.80	    0.71	   -1.67	   -5.55	
    2.37	   -1.47	   -3.97	    7.41	    7.92	    4.25	    5.04	    0.80	    0.77	    0.07	   14.37	
   -4.51	    1.13	   16.31	    1.74	    1.81	    8.31	   -5.70	   14.03	   -1.79	    1.27	    1.02	
   -7.14	    1.81	    2.22	    6.09	   -0.41	   -3.29	   -2.13	   -3.91	   -2.71	   -2.33	    1.43	
    2.83	   -3.67	    0.48	    1.42	    2.34	    2.28	    3.13	   -4.76	    8.18	   -7.98	    4.57	
   -3.13	    2.30	    6.31	   -0.42	   -0.43	   -0.43	    1.29	    5.08	   -6.45	   -0.43	   -6.49	
    3.46	   -0.46	    0.31	    0.53	    6.36	    1.85	   -5.10	   17.17	   -2.45	    2.26	    3.59	
    1.40	   -5.57	   -5.10	    4.95	    1.13	   -1.45	    0.73	   21.72	    4.95	    2.85	    3.78	
   -1.96	   -2.50	   -2.05	   -0.09	   -1.40	   -3.37	    2.66	    9.11	    4.58	    1.56	    0.69	
    2.55	   -2.28	    0.70	    1.55	   -0.31	    2.75	    3.20	   -2.63	    0.64	    2.54	    2.19	
    2.65	    2.08	   -4.64	    2.94	    0.99	    3.05	    1.27	   -4.66	   -2.86	   -1.64	    0.00	
   -2.38	    4.39	    2.41	   -1.13	   -0.43	   -5.11	   -2.83	   18.30	   -0.74	    1.13	   -0.03	
    0.35	   -0.17	   -3.26	    1.44	    2.37	    7.70	    1.40	    0.80	    8.36	    1.41	   -4.26	
   -5.61	   -2.10	  -15.77	   -7.70	  -21.01	    2.00	   -2.04	  -14.48	    1.75	   -4.02	    4.28	
   -2.79	   -0.89	   -0.20	   -0.80	    1.72	   -0.30	   -3.69	    2.17	    0.30	   -0.71	    1.32	
   -2.78	    1.77	    1.00	   -0.07	    4.18	   -1.27	    9.22	    4.96	    0.34	   -2.41	    0.92	
    2.43	    0.12	   -3.70	   -2.33	   -2.90	    3.32	    1.99	   12.93	   -2.46	    4.64	   -1.37	
   -2.22	    7.23	    1.79	    1.75	    0.83	    1.39	   -1.00	   -0.13	    1.52	   -1.00	   -1.89	
   -0.39	    5.47	    0.74	    1.47	    0.00	    0.36	    0.00	  -16.61	   -6.49	   -1.39	    1.88	
   -2.20	    1.12	   -4.81	    1.56	   -0.38	   -3.85	    3.20	    4.65	   -3.33	   -1.15	   -0.39	
   -2.52	   -0.86	    6.09	    3.28	   -4.37	   -2.49	   -5.11	    0.45	    1.34	    2.64	    1.29	
    1.34	   -0.37	    0.37	    0.81	    7.96	    0.61	    6.72	   -0.13	    3.79	   -1.70	   -1.42	
    2.64	    0.32	    0.64	   -0.25	    1.15	   -2.40	    2.33	   -2.97	   -1.69	   -1.72	   -2.70	
   -0.51	    1.17	   -2.25	    2.59	   -1.59	    4.41	   -3.73	   -1.83	    2.16	   -3.93	    1.74	
   -0.80	    2.62	   -0.33	   -2.50	   -0.07	    0.20	   -0.88	    0.61	    1.15	   -4.48	   -4.41	
   -2.90	    2.20	    0.00	    0.92	   -0.91	    1.38	  -10.17	   -2.03	   -7.76	   21.50	    6.92	
    1.86	   -3.78	   -2.41	   10.39	   -8.24	   -2.56	    1.97	    1.94	   -5.06	   -4.67	    2.10	
   86.60	   28.03	  -51.69	   68.24	   -9.34	   -2.28	    5.65	  -15.75	   14.34	    2.81	   -8.29	
    0.52	   -5.90	    4.32	   -2.37	   -4.11	    7.52	    5.09	    0.00	   -2.50	   -2.10	    1.95	
    1.62	   -7.15	    4.26	   -0.34	   -0.32	   -0.62	    0.05	   -0.27	   -1.82	   -2.24	    3.38	
  -12.74	    7.81	    9.26	    0.11	    1.41	   -4.18	   -4.25	    6.18	   -3.63	   -1.60	    2.32	
    0.67	   -6.59	    2.86	   -0.40	   -0.50	   -1.81	   -2.86	   -7.15	   -4.76	    6.78	  -13.25	
    1.63	    3.75	    0.95	   -1.79	   -2.26	   -3.20	    2.30	   -2.33	    2.94	   -0.36	   -2.24	
    5.30	   12.15	    1.64	   -0.97	   -1.63	   -6.08	    7.06	   -4.40	   -0.80	    0.81	   -1.03	
  -11.76	   -4.10	    2.67	    3.13	   -5.56	  -20.86	   -0.68	  -25.85	   -9.17	   16.16	   24.35	
   33.90	   14.56	    3.31	   -5.35	   -3.39	    0.00	    1.17	    8.09	    1.60	    2.11	    0.52	
   -5.05	   -3.04	   -5.10	    4.96	   -2.36	   -7.66	   -1.75	    0.00	   -1.33	   -1.80	   -6.88	
   -1.22	    0.62	   -1.84	   -1.25	   -1.90	   -4.52	    0.00	   12.16	    0.00	   -3.01	   16.77	
    2.50	    0.49	    0.00	    3.88	    5.61	    9.73	    5.65	   -4.58	   -1.60	   -1.63	   -3.31	
   -1.16	    5.88	   -1.11	    0.56	   -5.59	    0.59	    4.12	    3.95	    5.43	   -0.52	    3.63	
   -3.91	   -1.19	   -0.50	    0.14	   -1.92	   -1.69	    0.26	   -0.80	   -0.62	    0.95	   -1.45	
   -1.50	   -2.71	   -0.71	   -1.26	    1.83	   -1.72	    6.53	    1.51	   -0.35	    1.26	   -3.32	
    2.44	   -2.88	   -4.01	    0.68	    2.69	    2.77	    0.60	   -2.54	    0.76	    3.53	    1.16	
    1.23	   -2.83	   -2.92	    0.86	    4.26	    3.81	   -6.42	    0.42	    6.69	  -10.07	   -6.83	
   -1.03	   -2.60	   -2.27	   -0.68	   -0.14	    1.79	   -0.41	   -3.53	    0.28	   -0.84	    0.99	
    5.44	   -4.21	   -3.97	   -6.35	    4.26	    4.99	    0.43	    4.30	   -1.79	   -5.04	    7.08	
    2.22	   -0.60	   -0.60	   -0.24	    2.62	   -2.17	    0.70	   -0.11	    1.64	   -1.43	    1.72	
    0.58	   -1.35	   -1.30	    2.70	    0.90	   -3.61	    0.07	    2.96	   -0.33	    0.40	   -2.04	
   -0.51	   -3.04	   -2.85	   -2.07	   -0.44	    0.32	   -4.25	    2.22	   -1.88	   -0.66	   -4.34	
    0.45	   -0.90	   -1.19	   -0.30	   -1.26	    1.35	    1.03	   -6.41	    0.06	   -0.75	    1.02	
    1.33	    1.30	   -2.53	    0.56	   -1.55	   -5.45	   -1.46	    0.82	    2.73	    1.54	    0.05	
   -0.75	    4.18	    2.55	    5.87	    5.21	    0.48	   -2.07	    1.46	   -1.60	   -3.41	   -2.02	
